trip_id,arrival_time,departure_time,stop_id,stop_sequence,timepoint
30465619170,19:17:00,19:17:00,5673,1,0
30465619170,19:17:00,19:17:00,5592,2,0
30465619170,19:18:00,19:18:00,5593,3,0
30465619170,19:19:00,19:19:00,5594,4,0
30465619170,19:20:00,19:20:00,5595,5,0
30465619170,19:21:00,19:21:00,5596,6,0
30465619170,19:22:00,19:22:00,5597,7,0
30465619170,19:23:00,19:23:00,5598,8,0
30465619170,19:24:00,19:24:00,5475,9,0
30465619170,19:24:00,19:24:00,5461,10,0
30465619170,19:26:00,19:26:00,4099,11,0
30465619170,19:26:00,19:26:00,557,12,0
30465619170,19:27:00,19:27:00,4913,13,0
30465619170,19:27:00,19:27:00,4914,14,0
30465619170,19:29:00,19:29:00,4102,15,0
30465619170,19:31:00,19:31:00,4104,16,0
30465619170,19:31:00,19:31:00,4915,17,0
30465619170,19:32:00,19:32:00,5330,18,0
30465619170,19:33:00,19:33:00,4916,19,0
30465619170,19:33:00,19:33:00,4108,20,0
30465619170,19:34:00,19:34:00,4110,21,0
30465619170,19:35:00,19:35:00,4111,22,0
30465619170,19:36:00,19:36:00,4113,23,0
30465619170,19:36:00,19:36:00,4115,24,0
30465619170,19:37:00,19:37:00,4117,25,0
30465619170,19:37:00,19:37:00,4119,26,0
30465619170,19:38:00,19:38:00,4121,27,0
30465619170,19:39:00,19:39:00,4123,28,0
30465619170,19:40:00,19:40:00,4125,29,0
30465619170,19:41:00,19:41:00,4127,30,0
30465619170,19:42:00,19:42:00,4129,31,0
30465619170,19:42:00,19:42:00,4131,32,0
30465619170,19:43:00,19:43:00,5043,33,0
30465619170,19:44:00,19:44:00,4134,34,0
30465619170,19:44:00,19:44:00,4135,35,0
30465619170,19:45:00,19:45:00,4136,36,0
30465619170,19:46:00,19:46:00,868,37,0
30465619170,19:47:00,19:47:00,869,38,0
30465619170,19:48:00,19:48:00,870,39,0
30465619170,19:49:00,19:49:00,871,40,0
30465619170,19:49:00,19:49:00,872,41,0
30465619170,19:50:00,19:50:00,873,42,0
30465619170,19:51:00,19:51:00,6826,43,0
30465619170,19:51:00,19:51:00,4917,44,0
30465619170,19:52:00,19:52:00,5328,45,0
30465619170,19:53:00,19:53:00,4918,46,0
30465619170,19:54:00,19:54:00,4919,47,0
30465619170,19:54:00,19:54:00,4920,48,0
30465619170,19:55:00,19:55:00,4921,49,0
30465619170,19:56:00,19:56:00,888,50,0
30465619170,19:57:00,19:57:00,889,51,0
30465619170,19:57:00,19:57:00,890,52,0
30465619170,19:58:00,19:58:00,891,53,0
30465619170,19:59:00,19:59:00,892,54,0
30465619170,19:59:00,19:59:00,893,55,0
30465619170,20:00:00,20:00:00,1292,56,0
30465619170,20:01:00,20:01:00,1293,57,0
30465619170,20:02:00,20:02:00,1568,58,0
30465619170,20:03:00,20:03:00,1569,59,0
30465619170,20:05:00,20:05:00,4212,60,0
30465619170,20:06:00,20:06:00,4912,61,0
30465619170,20:09:00,20:09:00,4213,62,0
30465619170,20:10:00,20:10:00,1571,63,0
30465619170,20:10:00,20:10:00,1572,64,0
30465619170,20:11:00,20:11:00,1573,65,0
30465619170,20:11:00,20:11:00,1574,66,0
30465619170,20:11:00,20:11:00,1575,67,0
30465619170,20:11:00,20:11:00,3733,68,0
30465619170,20:11:00,20:11:00,3734,69,0
30465619170,20:12:00,20:12:00,3735,70,0
30465619170,20:14:00,20:14:00,563,71,0
30465619170,20:19:00,20:19:00,564,72,0
30465619170,20:20:00,20:20:00,565,73,0
30465619170,20:20:00,20:20:00,4578,74,0
30465619170,20:21:00,20:21:00,566,75,0
