trip_id,arrival_time,departure_time,stop_id,stop_sequence,timepoint
30406622530,22:54:00,22:54:00,5289,1,0
30406622530,22:54:00,22:54:00,5290,2,0
30406622530,22:55:00,22:55:00,5291,3,0
30406622530,22:59:00,22:59:00,5292,4,0
30406622530,23:00:00,23:00:00,5293,5,0
30406622530,23:01:00,23:01:00,2510,6,0
30406622530,23:02:00,23:02:00,2511,7,0
30406622530,23:02:00,23:02:00,2512,8,0
30406622530,23:03:00,23:03:00,2513,9,0
30406622530,23:04:00,23:04:00,2514,10,0
30406622530,23:05:00,23:05:00,2515,11,0
30406622530,23:06:00,23:06:00,2516,12,0
30406622530,23:06:00,23:06:00,2518,13,0
30406622530,23:07:00,23:07:00,5199,14,0
30406622530,23:08:00,23:08:00,2519,15,0
30406622530,23:09:00,23:09:00,2520,16,0
30406622530,23:09:00,23:09:00,2521,17,0
30406622530,23:10:00,23:10:00,6153,18,0
30406622530,23:11:00,23:11:00,2522,19,0
30406622530,23:12:00,23:12:00,2523,20,0
30406622530,23:13:00,23:13:00,2524,21,0
30406622530,23:14:00,23:14:00,2022,22,0
30406622530,23:15:00,23:15:00,2023,23,0
30406622530,23:16:00,23:16:00,2525,24,0
30406622530,23:17:00,23:17:00,2526,25,0
30406622530,23:17:00,23:17:00,2527,26,0
30406622530,23:17:00,23:17:00,2528,27,0
30406622530,23:18:00,23:18:00,2529,28,0
30406622530,23:18:00,23:18:00,2530,29,0
30406622530,23:19:00,23:19:00,2531,30,0
30406622530,23:19:00,23:19:00,2532,31,0
30406622530,23:19:00,23:19:00,2533,32,0
30406622530,23:20:00,23:20:00,2534,33,0
30406622530,23:20:00,23:20:00,2535,34,0
30406622530,23:21:00,23:21:00,2536,35,0
30406622530,23:21:00,23:21:00,2537,36,0
30406622530,23:22:00,23:22:00,2538,37,0
30406622530,23:23:00,23:23:00,2540,38,0
30406622530,23:23:00,23:23:00,2541,39,0
30406622530,23:24:00,23:24:00,2542,40,0
30406622530,23:25:00,23:25:00,2543,41,0
30406622530,23:26:00,23:26:00,2544,42,0
30406622530,23:27:00,23:27:00,3209,43,0
30406622530,23:28:00,23:28:00,2546,44,0
30406622530,23:29:00,23:29:00,2547,45,0
30406622530,23:30:00,23:30:00,2548,46,0
30406622530,23:30:00,23:30:00,3215,47,0
30406622530,23:31:00,23:31:00,3216,48,0
30406622530,23:31:00,23:31:00,2549,49,0
30406622530,23:32:00,23:32:00,3217,50,0
30406622530,23:33:00,23:33:00,3219,51,0
30406622530,23:33:00,23:33:00,3221,52,0
30406622530,23:34:00,23:34:00,3223,53,0
30406622530,23:35:00,23:35:00,3225,54,0
30406622530,23:36:00,23:36:00,3227,55,0
30406622530,23:36:00,23:36:00,3228,56,0
30406622530,23:37:00,23:37:00,3230,57,0
30406622530,23:38:00,23:38:00,3231,58,0
30406622530,23:39:00,23:39:00,3232,59,0
30406622530,23:40:00,23:40:00,3233,60,0
30406622530,23:42:00,23:42:00,4207,61,0
30406622530,23:43:00,23:43:00,3241,62,0
30406622530,23:44:00,23:44:00,4908,63,0
30406622530,23:44:00,23:44:00,4010,64,0
30406622530,23:44:00,23:44:00,4012,65,0
30406622530,23:45:00,23:45:00,3912,66,0
30406622530,23:46:00,23:46:00,4015,67,0
30406622530,23:48:00,23:48:00,4201,68,0
30406622530,23:51:00,23:51:00,4017,69,0
30406622530,23:53:00,23:53:00,3914,70,0
30406622530,23:55:00,23:55:00,5124,71,0
30406622530,23:56:00,23:56:00,6987,72,0
30406622530,23:57:00,23:57:00,4763,73,0
30406622530,23:58:00,23:58:00,4764,74,0
30406622530,23:58:00,23:58:00,4765,75,0
30406622530,00:00:00,00:00:00,4773,76,0
30406622530,00:01:00,00:01:00,4774,77,0
30406623070,23:08:00,23:08:00,5289,1,0
30406623070,23:08:00,23:08:00,5290,2,0
30406623070,23:09:00,23:09:00,5291,3,0
30406623070,23:13:00,23:13:00,5292,4,0
30406623070,23:14:00,23:14:00,5293,5,0
30406623070,23:15:00,23:15:00,2510,6,0
30406623070,23:16:00,23:16:00,2511,7,0
30406623070,23:16:00,23:16:00,2512,8,0
30406623070,23:17:00,23:17:00,2513,9,0
30406623070,23:18:00,23:18:00,2514,10,0
30406623070,23:19:00,23:19:00,2515,11,0
30406623070,23:20:00,23:20:00,2516,12,0
30406623070,23:20:00,23:20:00,2518,13,0
30406623070,23:21:00,23:21:00,5199,14,0
30406623070,23:22:00,23:22:00,2519,15,0
30406623070,23:23:00,23:23:00,2520,16,0
30406623070,23:23:00,23:23:00,2521,17,0
30406623070,23:24:00,23:24:00,6153,18,0
30406623070,23:25:00,23:25:00,2522,19,0
30406623070,23:26:00,23:26:00,2523,20,0
30406623070,23:27:00,23:27:00,2524,21,0
30406623070,23:28:00,23:28:00,2022,22,0
30406623070,23:29:00,23:29:00,2023,23,0
30406623070,23:30:00,23:30:00,2525,24,0
30406623070,23:31:00,23:31:00,2526,25,0
30406623070,23:31:00,23:31:00,2527,26,0
30406623070,23:31:00,23:31:00,2528,27,0
30406623070,23:32:00,23:32:00,2529,28,0
30406623070,23:32:00,23:32:00,2530,29,0
30406623070,23:33:00,23:33:00,2531,30,0
30406623070,23:33:00,23:33:00,2532,31,0
30406623070,23:33:00,23:33:00,2533,32,0
30406623070,23:34:00,23:34:00,2534,33,0
30406623070,23:34:00,23:34:00,2535,34,0
30406623070,23:35:00,23:35:00,2536,35,0
30406623070,23:35:00,23:35:00,2537,36,0
30406623070,23:36:00,23:36:00,2538,37,0
30406623070,23:37:00,23:37:00,2540,38,0
30406623070,23:37:00,23:37:00,2541,39,0
30406623070,23:38:00,23:38:00,2542,40,0
30406623070,23:39:00,23:39:00,2543,41,0
30406623070,23:40:00,23:40:00,2544,42,0
30406623070,23:41:00,23:41:00,3209,43,0
30406623070,23:42:00,23:42:00,2546,44,0
30406623070,23:43:00,23:43:00,2547,45,0
30406623070,23:44:00,23:44:00,2548,46,0
30406623070,23:44:00,23:44:00,3215,47,0
30406623070,23:45:00,23:45:00,3216,48,0
30406623070,23:45:00,23:45:00,2549,49,0
30406623070,23:46:00,23:46:00,3217,50,0
30406623070,23:47:00,23:47:00,3219,51,0
30406623070,23:47:00,23:47:00,3221,52,0
30406623070,23:48:00,23:48:00,3223,53,0
30406623070,23:49:00,23:49:00,3225,54,0
30406623070,23:50:00,23:50:00,3227,55,0
30406623070,23:50:00,23:50:00,3228,56,0
30406623070,23:51:00,23:51:00,3230,57,0
30406623070,23:52:00,23:52:00,3231,58,0
30406623070,23:53:00,23:53:00,3232,59,0
30406623070,23:54:00,23:54:00,3233,60,0
30406623070,23:56:00,23:56:00,4207,61,0
30406623070,23:57:00,23:57:00,3241,62,0
30406623070,23:58:00,23:58:00,4908,63,0
30406623070,23:58:00,23:58:00,4010,64,0
30406623070,23:58:00,23:58:00,4012,65,0
30406623070,23:59:00,23:59:00,3912,66,0
