trip_id,arrival_time,departure_time,stop_id,stop_sequence,timepoint
30366709390,09:39:00,09:39:00,4756,1,0
30366709390,09:41:00,09:41:00,4019,2,0
30366709390,09:43:00,09:43:00,4200,3,0
30366709390,09:44:00,09:44:00,3178,4,0
30366709390,09:46:00,09:46:00,4244,5,0
30366709390,09:47:00,09:47:00,4203,6,0
30366709390,09:48:00,09:48:00,4245,7,0
30366709390,09:49:00,09:49:00,4004,8,0
30366709390,09:49:00,09:49:00,4006,9,0
30366709390,09:51:00,09:51:00,3182,10,0
30366709390,09:52:00,09:52:00,4729,11,0
30366709390,09:54:00,09:54:00,3183,12,0
30366709390,09:55:00,09:55:00,3184,13,0
30366709390,09:56:00,09:56:00,3185,14,0
30366709390,09:57:00,09:57:00,3186,15,0
30366709390,09:58:00,09:58:00,4865,16,0
30366709390,09:59:00,09:59:00,3190,17,0
30366709390,10:00:00,10:00:00,3192,18,0
30366709390,10:01:00,10:01:00,3194,19,0
30366709390,10:01:00,10:01:00,3196,20,0
30366709390,10:02:00,10:02:00,3198,21,0
30366709390,10:02:00,10:02:00,3200,22,0
30366709390,10:03:00,10:03:00,3202,23,0
30366709390,10:04:00,10:04:00,3204,24,0
30366709390,10:05:00,10:05:00,4890,25,0
30366709390,10:06:00,10:06:00,3206,26,0
30366709390,10:08:00,10:08:00,3588,27,0
30366709390,10:09:00,10:09:00,3590,28,0
30366709390,10:10:00,10:10:00,3591,29,0
30366709390,10:11:00,10:11:00,3583,30,0
30366709390,10:12:00,10:12:00,3581,31,0
30366709390,10:12:00,10:12:00,4740,32,0
30366709390,10:13:00,10:13:00,2714,33,0
30366709390,10:14:00,10:14:00,2715,34,0
30366709390,10:15:00,10:15:00,2716,35,0
30366709390,10:16:00,10:16:00,4482,36,0
30366709390,10:16:00,10:16:00,4481,37,0
30366709390,10:17:00,10:17:00,4477,38,0
30366709390,10:18:00,10:18:00,2706,39,0
30366709390,10:19:00,10:19:00,2709,40,0
30366709390,10:20:00,10:20:00,2707,41,0
30366709390,10:21:00,10:21:00,1962,42,0
30366709390,10:22:00,10:22:00,1963,43,0
30366709390,10:23:00,10:23:00,1978,44,0
30366709390,10:24:00,10:24:00,1979,45,0
30366709390,10:25:00,10:25:00,1980,46,0
30366709390,10:26:00,10:26:00,1981,47,0
30366709390,10:27:00,10:27:00,4641,48,0
30366709390,10:28:00,10:28:00,4301,49,0
30366709390,10:29:00,10:29:00,4303,50,0
30366709390,10:30:00,10:30:00,6801,51,0
30366709390,10:30:00,10:30:00,6802,52,0
30366709390,10:31:00,10:31:00,2034,53,0
30366709390,10:33:00,10:33:00,2035,54,0
30366709390,10:34:00,10:34:00,2751,55,0
30366709390,10:34:00,10:34:00,2759,56,0
30366709390,10:35:00,10:35:00,2753,57,0
30366709390,10:36:00,10:36:00,2754,58,0
30366709390,10:37:00,10:37:00,2755,59,0
30366709590,09:59:00,09:59:00,4756,1,0
30366709590,10:01:00,10:01:00,4019,2,0
30366709590,10:03:00,10:03:00,4200,3,0
30366709590,10:05:00,10:05:00,3178,4,0
30366709590,10:07:00,10:07:00,4244,5,0
30366709590,10:08:00,10:08:00,4203,6,0
30366709590,10:09:00,10:09:00,4245,7,0
30366709590,10:10:00,10:10:00,4004,8,0
30366709590,10:11:00,10:11:00,4006,9,0
30366709590,10:13:00,10:13:00,3182,10,0
30366709590,10:14:00,10:14:00,4729,11,0
30366709590,10:16:00,10:16:00,3183,12,0
30366709590,10:17:00,10:17:00,3184,13,0
30366709590,10:18:00,10:18:00,3185,14,0
30366709590,10:19:00,10:19:00,3186,15,0
30366709590,10:20:00,10:20:00,4865,16,0
30366709590,10:22:00,10:22:00,3190,17,0
30366709590,10:23:00,10:23:00,3192,18,0
