trip_id,arrival_time,departure_time,stop_id,stop_sequence,timepoint
20878217170,17:18:00,17:18:00,4752,1,0
20878217170,17:19:00,17:19:00,6616,2,0
20878217170,17:20:00,17:20:00,2767,3,0
20878217170,17:21:00,17:21:00,2768,4,0
20878217170,17:23:00,17:23:00,1973,5,0
20878217170,17:23:00,17:23:00,1974,6,0
20878217170,17:24:00,17:24:00,1975,7,0
20878217170,17:26:00,17:26:00,1976,8,0
20878217170,17:27:00,17:27:00,1977,9,0
20878217170,17:28:00,17:28:00,2001,10,0
20878217170,17:29:00,17:29:00,2002,11,0
20878217170,17:30:00,17:30:00,2003,12,0
20878217170,17:32:00,17:32:00,2004,13,0
20878217170,17:33:00,17:33:00,2005,14,0
20878217170,17:34:00,17:34:00,2006,15,0
20878217170,17:35:00,17:35:00,2007,16,0
20878217170,17:36:00,17:36:00,2008,17,0
20878217170,17:37:00,17:37:00,2616,18,0
20878217170,17:38:00,17:38:00,2617,19,0
20878217170,17:39:00,17:39:00,2618,20,0
20878217170,17:40:00,17:40:00,6142,21,0
20878217170,17:40:00,17:40:00,6238,22,0
20878217170,17:41:00,17:41:00,2619,23,0
20878217170,17:42:00,17:42:00,2538,24,0
20878217170,17:43:00,17:43:00,2540,25,0
20878217170,17:43:00,17:43:00,2541,26,0
20878217170,17:44:00,17:44:00,2542,27,0
20878217170,17:45:00,17:45:00,2543,28,0
20878217170,17:46:00,17:46:00,2544,29,0
20878217170,17:47:00,17:47:00,6197,30,0
20878217170,17:50:00,17:50:00,2546,31,0
20878217170,17:50:00,17:50:00,2547,32,0
20878217170,17:52:00,17:52:00,2548,33,0
20878217170,17:53:00,17:53:00,3215,34,0
20878217170,17:54:00,17:54:00,3216,35,0
20878217170,17:55:00,17:55:00,3525,36,0
20878217170,17:56:00,17:56:00,3528,37,0
20878217170,17:57:00,17:57:00,3527,38,0
20878217170,17:57:00,17:57:00,3529,39,0
20878217170,17:59:00,17:59:00,3530,40,0
20878217170,18:00:00,18:00:00,3030,41,0
20878217170,18:01:00,18:01:00,3031,42,0
20878217170,18:02:00,18:02:00,3032,43,0
20878217170,18:03:00,18:03:00,3033,44,0
20878217170,18:03:00,18:03:00,3034,45,0
20878217170,18:04:00,18:04:00,3035,46,0
20878217170,18:05:00,18:05:00,2184,47,0
20878217170,18:07:00,18:07:00,2185,48,0
20878217170,18:08:00,18:08:00,2186,49,0
20878217170,18:09:00,18:09:00,3885,50,0
20878217170,18:11:00,18:11:00,2187,51,0
20878217170,18:12:00,18:12:00,5643,52,0
20878217170,18:13:00,18:13:00,3463,53,0
20878217170,18:14:00,18:14:00,3464,54,0
20878217170,18:15:00,18:15:00,3465,55,0
20878217170,18:16:00,18:16:00,3466,56,0
20878217170,18:17:00,18:17:00,3467,57,0
20878217170,18:18:00,18:18:00,3435,58,0
20878217170,18:20:00,18:20:00,3934,59,0
20878217170,18:22:00,18:22:00,4079,60,0
20878217170,18:23:00,18:23:00,4193,61,0
20878217170,18:24:00,18:24:00,4080,62,0
20878217170,18:25:00,18:25:00,3935,63,0
20878217170,18:26:00,18:26:00,4078,64,0
20878217170,18:27:00,18:27:00,3936,65,0
20878217170,18:28:00,18:28:00,3937,66,0
20878217170,18:29:00,18:29:00,3379,67,0
20878217170,18:29:00,18:29:00,3380,68,0
20878217170,18:30:00,18:30:00,5403,69,0
20878217170,18:31:00,18:31:00,3368,70,0
20878217170,18:31:00,18:31:00,2114,71,0
20878217170,18:32:00,18:32:00,2115,72,0
20878217170,18:33:00,18:33:00,2116,73,0
20878217170,18:34:00,18:34:00,2117,74,0
20878217170,18:35:00,18:35:00,4084,75,0
20878217170,18:36:00,18:36:00,6564,76,0
