trip_id,arrival_time,departure_time,stop_id,stop_sequence,timepoint
30826614330,14:33:00,14:33:00,5880,1,0
30826614330,14:36:00,14:36:00,5144,2,0
30826614330,14:36:00,14:36:00,5852,3,0
30826614330,14:37:00,14:37:00,979,4,0
30826614330,14:37:00,14:37:00,6187,5,0
30826614330,14:38:00,14:38:00,5859,6,0
30826614330,14:39:00,14:39:00,6446,7,0
30826614330,14:39:00,14:39:00,5903,8,0
30826614330,14:40:00,14:40:00,5901,9,0
30826614330,14:40:00,14:40:00,5899,10,0
30826614330,14:41:00,14:41:00,5897,11,0
30826614330,14:41:00,14:41:00,5895,12,0
30826614330,14:42:00,14:42:00,1408,13,0
30826614330,14:43:00,14:43:00,5860,14,0
30826614330,14:44:00,14:44:00,5861,15,0
30826614330,14:44:00,14:44:00,5862,16,0
30826615080,15:08:00,15:08:00,5880,1,0
30826615080,15:11:00,15:11:00,5144,2,0
30826615080,15:11:00,15:11:00,5852,3,0
30826615080,15:12:00,15:12:00,979,4,0
30826615080,15:12:00,15:12:00,6187,5,0
30826615080,15:13:00,15:13:00,5859,6,0
30826615080,15:14:00,15:14:00,6446,7,0
30826615080,15:14:00,15:14:00,5903,8,0
30826615080,15:15:00,15:15:00,5901,9,0
30826615080,15:15:00,15:15:00,5899,10,0
30826615080,15:16:00,15:16:00,5897,11,0
30826615080,15:16:00,15:16:00,5895,12,0
30826615080,15:17:00,15:17:00,1408,13,0
30826615080,15:18:00,15:18:00,5860,14,0
30826615080,15:19:00,15:19:00,5861,15,0
30826615080,15:19:00,15:19:00,5862,16,0
30826615430,15:43:00,15:43:00,5880,1,0
30826615430,15:46:00,15:46:00,5144,2,0
30826615430,15:46:00,15:46:00,5852,3,0
30826615430,15:47:00,15:47:00,979,4,0
30826615430,15:47:00,15:47:00,6187,5,0
30826615430,15:48:00,15:48:00,5859,6,0
30826615430,15:49:00,15:49:00,6446,7,0
30826615430,15:49:00,15:49:00,5903,8,0
30826615430,15:50:00,15:50:00,5901,9,0
30826615430,15:50:00,15:50:00,5899,10,0
30826615430,15:51:00,15:51:00,5897,11,0
30826615430,15:51:00,15:51:00,5895,12,0
30826615430,15:52:00,15:52:00,1408,13,0
30826615430,15:53:00,15:53:00,5860,14,0
30826615430,15:54:00,15:54:00,5861,15,0
30826615430,15:54:00,15:54:00,5862,16,0
30826616180,16:18:00,16:18:00,5880,1,0
30826616180,16:21:00,16:21:00,5144,2,0
30826616180,16:21:00,16:21:00,5852,3,0
30826616180,16:22:00,16:22:00,979,4,0
30826616180,16:22:00,16:22:00,6187,5,0
30826616180,16:23:00,16:23:00,5859,6,0
30826616180,16:24:00,16:24:00,6446,7,0
30826616180,16:24:00,16:24:00,5903,8,0
30826616180,16:25:00,16:25:00,5901,9,0
30826616180,16:25:00,16:25:00,5899,10,0
30826616180,16:26:00,16:26:00,5897,11,0
30826616180,16:26:00,16:26:00,5895,12,0
30826616180,16:27:00,16:27:00,1408,13,0
30826616180,16:28:00,16:28:00,5860,14,0
30826616180,16:29:00,16:29:00,5861,15,0
30826616180,16:29:00,16:29:00,5862,16,0
30826616530,16:53:00,16:53:00,5880,1,0
30826616530,16:56:00,16:56:00,5144,2,0
30826616530,16:56:00,16:56:00,5852,3,0
30826616530,16:57:00,16:57:00,979,4,0
30826616530,16:57:00,16:57:00,6187,5,0
30826616530,16:58:00,16:58:00,5859,6,0
30826616530,16:59:00,16:59:00,6446,7,0
30826616530,16:59:00,16:59:00,5903,8,0
30826616530,17:00:00,17:00:00,5901,9,0
30826616530,17:00:00,17:00:00,5899,10,0
30826616530,17:01:00,17:01:00,5897,11,0
30826616530,17:01:00,17:01:00,5895,12,0
30826616530,17:02:00,17:02:00,1408,13,0
30826616530,17:03:00,17:03:00,5860,14,0
30826616530,17:04:00,17:04:00,5861,15,0
30826616530,17:04:00,17:04:00,5862,16,0
30826617280,17:28:00,17:28:00,5880,1,0
30826617280,17:31:00,17:31:00,5144,2,0
30826617280,17:31:00,17:31:00,5852,3,0
30826617280,17:32:00,17:32:00,979,4,0
30826617280,17:32:00,17:32:00,6187,5,0
30826617280,17:33:00,17:33:00,5859,6,0
30826617280,17:34:00,17:34:00,6446,7,0
30826617280,17:34:00,17:34:00,5903,8,0
30826617280,17:35:00,17:35:00,5901,9,0
30826617280,17:35:00,17:35:00,5899,10,0
30826617280,17:36:00,17:36:00,5897,11,0
30826617280,17:36:00,17:36:00,5895,12,0
30826617280,17:37:00,17:37:00,1408,13,0
30826617280,17:38:00,17:38:00,5860,14,0
30826617280,17:39:00,17:39:00,5861,15,0
30826617280,17:39:00,17:39:00,5862,16,0
30826618030,18:03:00,18:03:00,5880,1,0
30826618030,18:06:00,18:06:00,5144,2,0
30826618030,18:06:00,18:06:00,5852,3,0
30826618030,18:07:00,18:07:00,979,4,0
30826618030,18:07:00,18:07:00,6187,5,0
30826618030,18:08:00,18:08:00,5859,6,0
30826618030,18:09:00,18:09:00,6446,7,0
30826618030,18:09:00,18:09:00,5903,8,0
30826618030,18:10:00,18:10:00,5901,9,0
30826618030,18:10:00,18:10:00,5899,10,0
30826618030,18:11:00,18:11:00,5897,11,0
30826618030,18:11:00,18:11:00,5895,12,0
30826618030,18:12:00,18:12:00,1408,13,0
30826618030,18:13:00,18:13:00,5860,14,0
30826618030,18:14:00,18:14:00,5861,15,0
30826618030,18:14:00,18:14:00,5862,16,0
30826618380,18:38:00,18:38:00,5880,1,0
30826618380,18:41:00,18:41:00,5144,2,0
30826618380,18:41:00,18:41:00,5852,3,0
30826618380,18:42:00,18:42:00,979,4,0
30826618380,18:42:00,18:42:00,6187,5,0
30826618380,18:43:00,18:43:00,5859,6,0
30826618380,18:44:00,18:44:00,6446,7,0
30826618380,18:44:00,18:44:00,5903,8,0
30826618380,18:45:00,18:45:00,5901,9,0
30826618380,18:45:00,18:45:00,5899,10,0
30826618380,18:46:00,18:46:00,5897,11,0
30826618380,18:46:00,18:46:00,5895,12,0
30826618380,18:47:00,18:47:00,1408,13,0
30826618380,18:48:00,18:48:00,5860,14,0
30826618380,18:49:00,18:49:00,5861,15,0
30826618380,18:49:00,18:49:00,5862,16,0
30826706000,06:00:00,06:00:00,5863,1,0
30826706000,06:01:00,06:01:00,6451,2,0
30826706000,06:02:00,06:02:00,6452,3,0
30826706000,06:02:00,06:02:00,5872,4,0
30826706000,06:03:00,06:03:00,5873,5,0
30826706000,06:03:00,06:03:00,5874,6,0
30826706000,06:04:00,06:04:00,5894,7,0
30826706000,06:05:00,06:05:00,5896,8,0
30826706000,06:05:00,06:05:00,5898,9,0
30826706000,06:06:00,06:06:00,5900,10,0
30826706000,06:07:00,06:07:00,5902,11,0
30826706000,06:07:00,06:07:00,6455,12,0
30826706000,06:08:00,06:08:00,5875,13,0
30826706000,06:09:00,06:09:00,6189,14,0
30826706000,06:10:00,06:10:00,978,15,0
30826706000,06:11:00,06:11:00,5184,16,0
30826706000,06:14:00,06:14:00,5879,17,0
30826706350,06:35:00,06:35:00,5863,1,0
30826706350,06:36:00,06:36:00,6451,2,0
30826706350,06:37:00,06:37:00,6452,3,0
30826706350,06:37:00,06:37:00,5872,4,0
30826706350,06:38:00,06:38:00,5873,5,0
30826706350,06:38:00,06:38:00,5874,6,0
30826706350,06:39:00,06:39:00,5894,7,0
30826706350,06:40:00,06:40:00,5896,8,0
30826706350,06:40:00,06:40:00,5898,9,0
30826706350,06:41:00,06:41:00,5900,10,0
30826706350,06:42:00,06:42:00,5902,11,0
30826706350,06:42:00,06:42:00,6455,12,0
30826706350,06:43:00,06:43:00,5875,13,0
30826706350,06:44:00,06:44:00,6189,14,0
30826706350,06:45:00,06:45:00,978,15,0
30826706350,06:46:00,06:46:00,5184,16,0
30826706350,06:49:00,06:49:00,5879,17,0
30826707100,07:10:00,07:10:00,5863,1,0
30826707100,07:11:00,07:11:00,6451,2,0
30826707100,07:12:00,07:12:00,6452,3,0
30826707100,07:12:00,07:12:00,5872,4,0
30826707100,07:13:00,07:13:00,5873,5,0
30826707100,07:13:00,07:13:00,5874,6,0
30826707100,07:14:00,07:14:00,5894,7,0
30826707100,07:15:00,07:15:00,5896,8,0
30826707100,07:15:00,07:15:00,5898,9,0
30826707100,07:16:00,07:16:00,5900,10,0
30826707100,07:17:00,07:17:00,5902,11,0
30826707100,07:17:00,07:17:00,6455,12,0
30826707100,07:18:00,07:18:00,5875,13,0
30826707100,07:19:00,07:19:00,6189,14,0
30826707100,07:20:00,07:20:00,978,15,0
30826707100,07:21:00,07:21:00,5184,16,0
30826707100,07:24:00,07:24:00,5879,17,0
30826707450,07:45:00,07:45:00,5863,1,0
30826707450,07:46:00,07:46:00,6451,2,0
30826707450,07:47:00,07:47:00,6452,3,0
30826707450,07:47:00,07:47:00,5872,4,0
30826707450,07:48:00,07:48:00,5873,5,0
30826707450,07:48:00,07:48:00,5874,6,0
30826707450,07:49:00,07:49:00,5894,7,0
30826707450,07:50:00,07:50:00,5896,8,0
30826707450,07:50:00,07:50:00,5898,9,0
30826707450,07:51:00,07:51:00,5900,10,0
30826707450,07:52:00,07:52:00,5902,11,0
30826707450,07:52:00,07:52:00,6455,12,0
30826707450,07:53:00,07:53:00,5875,13,0
30826707450,07:54:00,07:54:00,6189,14,0
30826707450,07:55:00,07:55:00,978,15,0
30826707450,07:56:00,07:56:00,5184,16,0
30826707450,07:59:00,07:59:00,5879,17,0
30826708200,08:20:00,08:20:00,5863,1,0
30826708200,08:21:00,08:21:00,6451,2,0
30826708200,08:22:00,08:22:00,6452,3,0
30826708200,08:22:00,08:22:00,5872,4,0
30826708200,08:23:00,08:23:00,5873,5,0
30826708200,08:23:00,08:23:00,5874,6,0
30826708200,08:24:00,08:24:00,5894,7,0
30826708200,08:25:00,08:25:00,5896,8,0
30826708200,08:25:00,08:25:00,5898,9,0
30826708200,08:26:00,08:26:00,5900,10,0
30826708200,08:27:00,08:27:00,5902,11,0
30826708200,08:27:00,08:27:00,6455,12,0
30826708200,08:28:00,08:28:00,5875,13,0
30826708200,08:29:00,08:29:00,6189,14,0
30826708200,08:30:00,08:30:00,978,15,0
30826708200,08:31:00,08:31:00,5184,16,0
30826708200,08:34:00,08:34:00,5879,17,0
30826708550,08:55:00,08:55:00,5863,1,0
30826708550,08:56:00,08:56:00,6451,2,0
30826708550,08:57:00,08:57:00,6452,3,0
30826708550,08:57:00,08:57:00,5872,4,0
30826708550,08:58:00,08:58:00,5873,5,0
30826708550,08:58:00,08:58:00,5874,6,0
30826708550,08:59:00,08:59:00,5894,7,0
30826708550,09:00:00,09:00:00,5896,8,0
30826708550,09:00:00,09:00:00,5898,9,0
30826708550,09:01:00,09:01:00,5900,10,0
30826708550,09:02:00,09:02:00,5902,11,0
30826708550,09:02:00,09:02:00,6455,12,0
30826708550,09:03:00,09:03:00,5875,13,0
30826708550,09:04:00,09:04:00,6189,14,0
30826708550,09:05:00,09:05:00,978,15,0
30826708550,09:06:00,09:06:00,5184,16,0
30826708550,09:09:00,09:09:00,5879,17,0
30826709300,09:30:00,09:30:00,5863,1,0
30826709300,09:31:00,09:31:00,6451,2,0
30826709300,09:32:00,09:32:00,6452,3,0
30826709300,09:32:00,09:32:00,5872,4,0
30826709300,09:33:00,09:33:00,5873,5,0
30826709300,09:33:00,09:33:00,5874,6,0
30826709300,09:34:00,09:34:00,5894,7,0
30826709300,09:35:00,09:35:00,5896,8,0
30826709300,09:35:00,09:35:00,5898,9,0
30826709300,09:36:00,09:36:00,5900,10,0
30826709300,09:37:00,09:37:00,5902,11,0
30826709300,09:37:00,09:37:00,6455,12,0
30826709300,09:38:00,09:38:00,5875,13,0
30826709300,09:39:00,09:39:00,6189,14,0
30826709300,09:40:00,09:40:00,978,15,0
30826709300,09:41:00,09:41:00,5184,16,0
30826709300,09:44:00,09:44:00,5879,17,0
30826710050,10:05:00,10:05:00,5863,1,0
30826710050,10:06:00,10:06:00,6451,2,0
30826710050,10:07:00,10:07:00,6452,3,0
30826710050,10:07:00,10:07:00,5872,4,0
30826710050,10:08:00,10:08:00,5873,5,0
30826710050,10:08:00,10:08:00,5874,6,0
30826710050,10:09:00,10:09:00,5894,7,0
30826710050,10:10:00,10:10:00,5896,8,0
30826710050,10:10:00,10:10:00,5898,9,0
30826710050,10:11:00,10:11:00,5900,10,0
30826710050,10:12:00,10:12:00,5902,11,0
30826710050,10:12:00,10:12:00,6455,12,0
30826710050,10:13:00,10:13:00,5875,13,0
30826710050,10:14:00,10:14:00,6189,14,0
30826710050,10:15:00,10:15:00,978,15,0
30826710050,10:16:00,10:16:00,5184,16,0
30826710050,10:19:00,10:19:00,5879,17,0
30826710400,10:40:00,10:40:00,5863,1,0
30826710400,10:41:00,10:41:00,6451,2,0
30826710400,10:42:00,10:42:00,6452,3,0
30826710400,10:42:00,10:42:00,5872,4,0
30826710400,10:43:00,10:43:00,5873,5,0
30826710400,10:43:00,10:43:00,5874,6,0
30826710400,10:44:00,10:44:00,5894,7,0
30826710400,10:45:00,10:45:00,5896,8,0
30826710400,10:45:00,10:45:00,5898,9,0
30826710400,10:46:00,10:46:00,5900,10,0
30826710400,10:47:00,10:47:00,5902,11,0
30826710400,10:47:00,10:47:00,6455,12,0
30826710400,10:48:00,10:48:00,5875,13,0
30826710400,10:49:00,10:49:00,6189,14,0
30826710400,10:50:00,10:50:00,978,15,0
30826710400,10:51:00,10:51:00,5184,16,0
30826710400,10:54:00,10:54:00,5879,17,0
30826711150,11:15:00,11:15:00,5863,1,0
30826711150,11:16:00,11:16:00,6451,2,0
30826711150,11:17:00,11:17:00,6452,3,0
30826711150,11:17:00,11:17:00,5872,4,0
30826711150,11:18:00,11:18:00,5873,5,0
30826711150,11:18:00,11:18:00,5874,6,0
30826711150,11:19:00,11:19:00,5894,7,0
30826711150,11:20:00,11:20:00,5896,8,0
30826711150,11:20:00,11:20:00,5898,9,0
30826711150,11:21:00,11:21:00,5900,10,0
30826711150,11:22:00,11:22:00,5902,11,0
30826711150,11:22:00,11:22:00,6455,12,0
